hand,height,player,age,ace,df,bpSaved
R,188.0,102104 - Christian Ruud,26 ~ 30,3.0694444444444446,3.0416666666666665,0.5038888888888889
R,188.0,102106 - Davide Sanguinetti,21 ~ 25,5.230769230769231,2.3846153846153846,0.5526923076923077
R,188.0,102106 - Davide Sanguinetti,26 ~ 30,6.098039215686274,2.7254901960784315,0.5419607843137255
R,188.0,102106 - Davide Sanguinetti,31 ~ 35,4.875912408759124,2.124087591240876,0.5315328467153285
L,190.0,102107 - Jan Frode Andersen,26 ~ 30,4.0,2.0,0.588
L,190.0,102107 - Jan Frode Andersen,31 ~ 35,3.5,2.75,0.5725
L,190.0,102110 - Daniel Nestor,- 20,5.571428571428571,2.5714285714285716,0.64
L,190.0,102110 - Daniel Nestor,21 ~ 25,8.506849315068493,6.1506849315068495,0.5845205479452055
L,190.0,102110 - Daniel Nestor,26 ~ 30,8.81578947368421,5.907894736842105,0.5792105263157894
L,190.0,102110 - Daniel Nestor,31 ~ 35,10.0,5.75,0.6224999999999999
R,175.0,102111 - Diego Del Rio,21 ~ 25,5.0,1.0,0.33
R,183.0,102113 - Daniele Musa,21 ~ 25,3.272727272727273,2.3636363636363638,0.6272727272727272
R,173.0,102117 - Eduardo Nicolas,21 ~ 25,3.0,3.0,0.25
R,173.0,102117 - Eduardo Nicolas,26 ~ 30,1.3333333333333333,1.3333333333333333,0.5366666666666666
R,188.0,102118 - Radomir Vasek,- 20,0.0,1.5,0.225
R,188.0,102118 - Radomir Vasek,21 ~ 25,2.8205128205128207,7.384615384615385,0.5056410256410256
R,188.0,102118 - Radomir Vasek,26 ~ 30,5.454545454545454,7.0,0.4263636363636364
R,190.0,102131 - Alistair Hunt,21 ~ 25,6.2,4.8,0.43600000000000005
R,190.0,102131 - Alistair Hunt,26 ~ 30,3.0,9.0,0.0
R,185.0,102132 - Ivan Baron,- 20,2.3333333333333335,4.333333333333333,0.59
R,185.0,102132 - Ivan Baron,21 ~ 25,1.6666666666666667,2.6666666666666665,0.48
R,180.0,102133 - Laurence Tieleman,- 20,6.75,5.0,0.7375
R,180.0,102133 - Laurence Tieleman,21 ~ 25,6.5,6.357142857142857,0.5878571428571429
R,180.0,102133 - Laurence Tieleman,26 ~ 30,7.864864864864865,5.297297297297297,0.5222972972972973
R,183.0,102135 - Emilio Benfele Alvarez,- 20,0.0,1.0,0.0
R,183.0,102135 - Emilio Benfele Alvarez,21 ~ 25,4.378378378378378,3.3378378378378377,0.5736486486486486
R,183.0,102135 - Emilio Benfele Alvarez,26 ~ 30,3.6153846153846154,2.730769230769231,0.5746153846153845
R,183.0,102139 - Eyal Ran,- 20,2.0,2.0,0.43
R,183.0,102139 - Eyal Ran,21 ~ 25,3.3823529411764706,2.411764705882353,0.4991176470588236
R,183.0,102139 - Eyal Ran,26 ~ 30,1.0,2.0,0.49500000000000005
R,183.0,102143 - Nicolas Thomann,21 ~ 25,11.5,4.0,0.7050000000000001
R,183.0,102143 - Nicolas Thomann,26 ~ 30,8.411764705882353,3.764705882352941,0.5752941176470588
R,183.0,102143 - Nicolas Thomann,31 ~ 35,5.7894736842105265,3.0,0.5905263157894737
R,190.0,102145 - Francisco Cabello,21 ~ 25,3.3333333333333335,2.0,0.42333333333333334
R,190.0,102145 - Francisco Cabello,26 ~ 30,1.0,0.75,0.665
R,188.0,102146 - Jordi Burillo,- 20,4.3,3.433333333333333,0.5183333333333333
R,188.0,102146 - Jordi Burillo,21 ~ 25,5.8441558441558445,3.5779220779220777,0.5283766233766234
R,188.0,102146 - Jordi Burillo,26 ~ 30,8.5,3.2857142857142856,0.45642857142857146
R,175.0,102147 - Oliver Fernandez,- 20,0.9,4.6,0.556
R,175.0,102147 - Oliver Fernandez,21 ~ 25,1.7142857142857142,3.2857142857142856,0.38428571428571434
R,178.0,102148 - Fabrice Santoro,- 20,1.4912280701754386,2.7017543859649122,0.5339473684210527
R,178.0,102148 - Fabrice Santoro,21 ~ 25,2.5440414507772022,2.865284974093264,0.5692746113989637
R,178.0,102148 - Fabrice Santoro,26 ~ 30,3.2900763358778624,2.2557251908396947,0.5643129770992367
R,178.0,102148 - Fabrice Santoro,31 ~ 35,4.137362637362638,1.8626373626373627,0.5373076923076923
R,178.0,102148 - Fabrice Santoro,36 ~ 40,4.408163265306122,1.836734693877551,0.5424489795918368
R,180.0,102152 - Pablo Campana,21 ~ 25,6.8,5.4,0.576
R,173.0,102153 - German Puentes,21 ~ 25,0.3333333333333333,0.8333333333333334,0.5
R,173.0,102153 - German Puentes,26 ~ 30,1.5142857142857142,2.9714285714285715,0.5251428571428571
R,183.0,102154 - Marcos Ondruska,- 20,1.265625,2.65625,0.52953125
R,183.0,102154 - Marcos Ondruska,21 ~ 25,3.128,3.6,0.5291200000000001
R,183.0,102154 - Marcos Ondruska,26 ~ 30,2.9473684210526314,4.842105263157895,0.5768421052631579
R,185.0,102158 - Patrick Rafter,- 20,3.375,4.5,0.52625
R,185.0,102158 - Patrick Rafter,21 ~ 25,6.96415770609319,3.817204301075269,0.5617921146953405
R,185.0,102158 - Patrick Rafter,26 ~ 30,7.409090909090909,3.1363636363636362,0.5557954545454545
R,188.0,102162 - Chris Woodruff,21 ~ 25,6.2,4.136842105263158,0.5626315789473685
R,188.0,102162 - Chris Woodruff,26 ~ 30,5.834862385321101,4.321100917431193,0.5303669724770642
R,185.0,102167 - Juan Albert Viloca Puig,- 20,3.8333333333333335,2.8333333333333335,0.48166666666666663
R,185.0,102167 - Juan Albert Viloca Puig,21 ~ 25,3.086021505376344,2.7311827956989245,0.5287096774193548
R,185.0,102167 - Juan Albert Viloca Puig,26 ~ 30,3.272727272727273,3.5,0.5818181818181818
R,170.0,102168 - Hector Moretti,26 ~ 30,0.5,2.5,0.44999999999999996
R,180.0,102169 - Michael Joyce,- 20,3.75,2.875,0.5025
R,180.0,102169 - Michael Joyce,21 ~ 25,3.3626373626373627,3.857142857142857,0.5496703296703296
R,180.0,102169 - Michael Joyce,26 ~ 30,5.142857142857143,3.2857142857142856,0.52
R,183.0,102178 - Scott Gessner,- 20,2.0,2.0,0.31
R,185.0,102179 - Antony Dupuis,21 ~ 25,5.0,4.0,0.5
R,185.0,102179 - Antony Dupuis,26 ~ 30,7.413533834586466,2.8646616541353382,0.599548872180451
R,185.0,102179 - Antony Dupuis,31 ~ 35,7.115942028985507,2.3043478260869565,0.5189855072463767
R,183.0,102180 - Charles Auffray,21 ~ 25,0.25,3.0,0.4175
R,183.0,102180 - Charles Auffray,26 ~ 30,0.0,6.0,0.4666666666666666
R,185.0,102184 - David Prinosil,- 20,4.9423076923076925,5.25,0.5232692307692307
R,185.0,102184 - David Prinosil,21 ~ 25,7.810650887573964,4.769230769230769,0.5836094674556213
R,185.0,102184 - David Prinosil,26 ~ 30,7.6953125,4.828125,0.56734375
R,185.0,102184 - David Prinosil,31 ~ 35,1.0,7.0,0.62
R,193.0,102187 - John Laffnie De Jager,- 20,2.5,6.5,0.22
R,178.0,102192 - Luis Adrian Morejon,21 ~ 25,2.375,1.7083333333333333,0.5541666666666666
R,178.0,102192 - Luis Adrian Morejon,26 ~ 30,1.0,0.6666666666666666,0.48
R,175.0,102198 - Paul Kilderry,- 20,0.5,4.0,0.315
R,175.0,102198 - Paul Kilderry,21 ~ 25,3.823529411764706,3.2941176470588234,0.556470588235294
R,175.0,102198 - Paul Kilderry,26 ~ 30,4.666666666666667,5.333333333333333,0.37000000000000005
R,185.0,102201 - Lionel Roux,- 20,3.0,3.375,0.1975
R,185.0,102201 - Lionel Roux,21 ~ 25,3.966666666666667,2.9266666666666667,0.5641999999999999
R,185.0,102201 - Lionel Roux,26 ~ 30,3.3684210526315788,3.1052631578947367,0.5384210526315789
L,190.0,102202 - Kenneth Carlsen,- 20,6.82,2.36,0.5284
L,190.0,102202 - Kenneth Carlsen,21 ~ 25,8.343283582089553,3.716417910447761,0.6344278606965175
L,190.0,102202 - Kenneth Carlsen,26 ~ 30,8.043478260869565,3.4434782608695653,0.6068695652173912
L,190.0,102202 - Kenneth Carlsen,31 ~ 35,6.970873786407767,2.70873786407767,0.5241747572815535
R,183.0,102205 - Sebastien Lareau,- 20,3.4285714285714284,4.571428571428571,0.49142857142857144
R,183.0,102205 - Sebastien Lareau,21 ~ 25,6.635593220338983,4.805084745762712,0.6057627118644067
R,183.0,102205 - Sebastien Lareau,26 ~ 30,5.898305084745763,3.3220338983050848,0.5977966101694915
R,185.0,102212 - Corrado Borroni,21 ~ 25,5.0,4.2,0.6439999999999999
L,183.0,102214 - Oscar Ortiz,21 ~ 25,3.125,4.125,0.48375
R,183.0,102215 - Joshua Eagle,- 20,1.5,3.5,0.845
R,183.0,102215 - Joshua Eagle,21 ~ 25,2.3,1.8,0.278
R,183.0,102215 - Joshua Eagle,26 ~ 30,1.0,3.0,0.69
R,180.0,102219 - Juan Garat,- 20,3.0,2.0,0.745
R,180.0,102219 - Juan Garat,21 ~ 25,3.0,4.8,0.538
R,185.0,102220 - Patrik Fredriksson,21 ~ 25,3.918918918918919,5.783783783783784,0.4494594594594594
R,185.0,102223 - Karim Alami,- 20,4.166666666666667,1.1666666666666667,0.49333333333333323
R,185.0,102223 - Karim Alami,21 ~ 25,4.315789473684211,2.8830409356725144,0.5383040935672515
R,185.0,102223 - Karim Alami,26 ~ 30,4.770491803278689,3.1557377049180326,0.5473770491803279
R,190.0,102226 - David Witt,- 20,7.526315789473684,5.631578947368421,0.5310526315789473
R,190.0,102226 - David Witt,21 ~ 25,6.615384615384615,2.6923076923076925,0.5792307692307692
R,180.0,102227 - Sargis Sargsian,- 20,1.0,3.0,0.685
R,180.0,102227 - Sargis Sargsian,21 ~ 25,4.214285714285714,3.3333333333333335,0.5582142857142858
R,180.0,102227 - Sargis Sargsian,26 ~ 30,4.025252525252525,3.04040404040404,0.5435858585858586
R,180.0,102227 - Sargis Sargsian,31 ~ 35,4.615384615384615,3.5576923076923075,0.49923076923076926
R,190.0,102231 - Alex Calatrava,21 ~ 25,6.555555555555555,3.0,0.5125925925925926
R,190.0,102231 - Alex Calatrava,26 ~ 30,6.551020408163265,2.0816326530612246,0.598061224489796
R,190.0,102231 - Alex Calatrava,31 ~ 35,5.2894736842105265,1.9210526315789473,0.4981578947368421
R,178.0,102233 - Leander Paes,- 20,2.5,4.166666666666667,0.6366666666666666
R,178.0,102233 - Leander Paes,21 ~ 25,3.5301204819277108,3.5180722891566263,0.5540963855421687
R,178.0,102233 - Leander Paes,26 ~ 30,4.125,4.75,0.505
R,178.0,102233 - Leander Paes,31 ~ 35,2.0,0.0,0.43
R,185.0,102234 - Oliver Gross,- 20,4.0,3.0,0.53
R,185.0,102234 - Oliver Gross,21 ~ 25,3.0232558139534884,3.9302325581395348,0.5319767441860465
R,185.0,102234 - Oliver Gross,26 ~ 30,3.0357142857142856,3.5,0.4557142857142858
L,183.0,102235 - Tommy Ho,- 20,4.151515151515151,3.0606060606060606,0.5436363636363637
L,183.0,102235 - Tommy Ho,21 ~ 25,4.148936170212766,2.404255319148936,0.5457446808510638
R,173.0,102238 - Alberto Berasategui,- 20,1.0158730158730158,2.126984126984127,0.5292063492063492
R,173.0,102238 - Alberto Berasategui,21 ~ 25,1.889240506329114,2.5727848101265822,0.554873417721519
R,173.0,102238 - Alberto Berasategui,26 ~ 30,0.7222222222222222,4.074074074074074,0.5249999999999999
R,180.0,102239 - Francisco Costa,26 ~ 30,3.0,0.8,0.336
L,180.0,102243 - Marcelo Charpentier,- 20,1.0,1.0,0.71
L,180.0,102243 - Marcelo Charpentier,21 ~ 25,1.619047619047619,3.1904761904761907,0.4976190476190477
L,180.0,102243 - Marcelo Charpentier,26 ~ 30,1.625,4.75,0.4149999999999999
R,183.0,102247 - Andrea Gaudenzi,- 20,1.8611111111111112,2.9166666666666665,0.538888888888889
R,183.0,102247 - Andrea Gaudenzi,21 ~ 25,2.1120689655172415,3.043103448275862,0.527801724137931
R,183.0,102247 - Andrea Gaudenzi,26 ~ 30,3.0930232558139537,3.875968992248062,0.5363565891472868
R,183.0,102250 - Emanuel Couto,- 20,0.0,5.0,0.5
R,183.0,102250 - Emanuel Couto,21 ~ 25,2.75,2.3333333333333335,0.5874999999999999
R,183.0,102250 - Emanuel Couto,26 ~ 30,2.0,0.0,0.33
L,178.0,102251 - Mariano Hood,21 ~ 25,1.25,1.0,0.65
L,178.0,102251 - Mariano Hood,26 ~ 30,1.2857142857142858,0.42857142857142855,0.6799999999999999
R,170.0,102252 - Ignacio Truyol,21 ~ 25,1.7,0.9,0.519
L,193.0,102257 - Greg Rusedski,- 20,12.044444444444444,5.133333333333334,0.5828888888888888
L,193.0,102257 - Greg Rusedski,21 ~ 25,12.038062283737025,4.553633217993079,0.5470588235294117
L,193.0,102257 - Greg Rusedski,26 ~ 30,10.765258215962442,4.145539906103286,0.5958215962441314
L,193.0,102257 - Greg Rusedski,31 ~ 35,9.564356435643564,5.584158415841584,0.6244554455445545
L,188.0,102259 - Jerome Golmard,- 20,3.0,3.5,0.615
L,188.0,102259 - Jerome Golmard,21 ~ 25,5.142857142857143,4.314285714285714,0.5814285714285715
L,188.0,102259 - Jerome Golmard,26 ~ 30,6.41044776119403,3.4776119402985075,0.5167910447761194
L,188.0,102259 - Jerome Golmard,31 ~ 35,9.0,4.666666666666667,0.3933333333333333
R,175.0,102263 - Yong Il Yoon,- 20,1.0,1.0,0.71
R,175.0,102263 - Yong Il Yoon,21 ~ 25,1.5,1.0,0.44499999999999995
R,175.0,102263 - Yong Il Yoon,26 ~ 30,3.857142857142857,3.2857142857142856,0.64
L,185.0,102269 - Jeff Salzenstein,21 ~ 25,7.368421052631579,3.3157894736842106,0.49894736842105264
L,185.0,102269 - Jeff Salzenstein,26 ~ 30,7.3,4.4,0.5885
L,185.0,102269 - Jeff Salzenstein,31 ~ 35,10.529411764705882,5.352941176470588,0.6352941176470588
L,175.0,102271 - Hicham Arazi,- 20,1.0,0.0,0.5
L,175.0,102271 - Hicham Arazi,21 ~ 25,4.160256410256411,2.6923076923076925,0.5309615384615385
L,175.0,102271 - Hicham Arazi,26 ~ 30,3.9144144144144146,1.7477477477477477,0.5778828828828828
L,175.0,102271 - Hicham Arazi,31 ~ 35,3.533333333333333,1.8,0.5526666666666668
R,180.0,102277 - Bing Chao Lin,- 20,1.1666666666666667,2.0,0.32
R,180.0,102277 - Bing Chao Lin,21 ~ 25,0.0,0.0,0.38
R,173.0,102284 - Filippo Messori,21 ~ 25,1.7142857142857142,1.4285714285714286,0.4628571428571429
R,170.0,102286 - Wayne Black,- 20,0.0,4.0,0.58
R,170.0,102286 - Wayne Black,21 ~ 25,2.8701298701298703,2.3766233766233764,0.562857142857143
R,170.0,102286 - Wayne Black,26 ~ 30,2.891304347826087,2.5217391304347827,0.535217391304348
R,188.0,102287 - Albert Portas,- 20,1.0,2.0,0.58
R,188.0,102287 - Albert Portas,21 ~ 25,3.122448979591837,3.204081632653061,0.505
R,188.0,102287 - Albert Portas,26 ~ 30,4.61340206185567,4.020618556701031,0.5335051546391752
R,188.0,102287 - Albert Portas,31 ~ 35,4.621621621621622,3.2432432432432434,0.5451351351351351
R,183.0,102293 - Xavier Avila,- 20,1.0,4.0,0.38
R,173.0,102300 - Gouichi Motomura,- 20,0.75,3.0,0.48000000000000004
R,173.0,102300 - Gouichi Motomura,21 ~ 25,2.0,4.285714285714286,0.527142857142857
R,173.0,102300 - Gouichi Motomura,26 ~ 30,2.0833333333333335,3.4166666666666665,0.41
R,173.0,102300 - Gouichi Motomura,31 ~ 35,1.3333333333333333,2.6666666666666665,0.3983333333333334
L,193.0,102301 - Sebastien Leblanc,21 ~ 25,3.5,5.0,0.49750000000000005
L,178.0,102302 - Marcelo Saliola,- 20,5.25,6.5,0.7550000000000001
R,180.0,102304 - Grant Doyle,- 20,2.5,4.9375,0.4887500000000001
R,180.0,102304 - Grant Doyle,21 ~ 25,1.5,4.916666666666667,0.4108333333333334
R,188.0,102306 - Michael Kohlmann,21 ~ 25,4.7368421052631575,2.6842105263157894,0.523157894736842
R,188.0,102306 - Michael Kohlmann,26 ~ 30,5.909090909090909,3.6363636363636362,0.5296969696969697
R,188.0,102306 - Michael Kohlmann,31 ~ 35,4.7272727272727275,2.727272727272727,0.41727272727272735
R,183.0,102318 - Andrei Pavel,- 20,2.0,2.0,0.67
R,183.0,102318 - Andrei Pavel,21 ~ 25,4.046296296296297,2.185185185185185,0.5527777777777777
R,183.0,102318 - Andrei Pavel,26 ~ 30,5.037344398340249,2.1535269709543567,0.5556431535269708
R,183.0,102318 - Andrei Pavel,31 ~ 35,5.827272727272727,1.9,0.5308181818181819
R,183.0,102318 - Andrei Pavel,36 ~ 40,2.0,3.0,0.45
R,190.0,102338 - Yevgeny Kafelnikov,- 20,3.4625,3.0125,0.525625
R,190.0,102338 - Yevgeny Kafelnikov,21 ~ 25,5.8693333333333335,3.96,0.5614133333333333
R,190.0,102338 - Yevgeny Kafelnikov,26 ~ 30,6.104918032786885,4.518032786885246,0.5512131147540984
R,180.0,102339 - Kris Goossens,21 ~ 25,3.032258064516129,5.161290322580645,0.4661290322580645
R,188.0,102344 - Karol Kucera,- 20,3.6666666666666665,3.4166666666666665,0.44875
R,188.0,102344 - Karol Kucera,21 ~ 25,4.75,4.820833333333334,0.5193333333333333
R,188.0,102344 - Karol Kucera,26 ~ 30,5.612121212121212,4.945454545454545,0.5066666666666666
R,188.0,102344 - Karol Kucera,31 ~ 35,7.25,5.5,0.6825000000000001
R,185.0,102351 - Oscar Martinez,- 20,2.2777777777777777,2.5555555555555554,0.5205555555555555
R,185.0,102351 - Oscar Martinez,21 ~ 25,1.8076923076923077,3.6153846153846154,0.5111538461538461
R,185.0,102354 - Jerome Hanquez,21 ~ 25,2.0,4.0,0.675
R,185.0,102354 - Jerome Hanquez,26 ~ 30,2.0,4.0,0.38
R,190.0,102358 - Thomas Enqvist,- 20,5.989583333333333,5.1875,0.5163541666666667
R,190.0,102358 - Thomas Enqvist,21 ~ 25,7.958333333333333,3.9166666666666665,0.515625
R,190.0,102358 - Thomas Enqvist,26 ~ 30,8.276150627615063,5.196652719665272,0.5742677824267782
R,190.0,102358 - Thomas Enqvist,31 ~ 35,8.142857142857142,4.666666666666667,0.6142857142857142
L,201.0,102359 - Andrew Richardson,- 20,3.0,5.0,0.0
L,201.0,102359 - Andrew Richardson,21 ~ 25,8.733333333333333,4.533333333333333,0.6353333333333334
R,170.0,102365 - Donny Susetyo,21 ~ 25,1.0,5.0,0.44
R,201.0,102368 - Brian Dunn,- 20,5.666666666666667,5.5,0.45166666666666666
R,201.0,102368 - Brian Dunn,21 ~ 25,8.0,5.333333333333333,0.5933333333333334
R,190.0,102369 - Julien Boutter,21 ~ 25,8.25,5.625,0.53125
R,190.0,102369 - Julien Boutter,26 ~ 30,9.925373134328359,6.888059701492537,0.5835074626865672
R,180.0,102372 - Sule Ladipo,- 20,2.0,2.0,0.715
R,180.0,102372 - Sule Ladipo,21 ~ 25,3.0,2.5,0.5650000000000001
L,175.0,102373 - Toshiaki Sakai,21 ~ 25,4.0,3.0,0.5
R,180.0,102374 - Alex Corretja,- 20,2.0307692307692307,1.4230769230769231,0.5475384615384616
R,180.0,102374 - Alex Corretja,21 ~ 25,3.706093189964158,2.218637992831541,0.5684587813620071
R,180.0,102374 - Alex Corretja,26 ~ 30,4.8628318584070795,3.079646017699115,0.573362831858407
R,180.0,102374 - Alex Corretja,31 ~ 35,1.4,2.8,0.562
R,185.0,102375 - Dinu Pescariu,- 20,1.9090909090909092,1.8181818181818181,0.5381818181818182
R,185.0,102375 - Dinu Pescariu,21 ~ 25,2.7719298245614037,2.912280701754386,0.5096491228070175
R,185.0,102375 - Dinu Pescariu,26 ~ 30,0.6666666666666666,1.0,0.5299999999999999
R,198.0,102378 - Juan Gisbert Jr,- 20,4.6875,3.6875,0.501875
R,188.0,102381 - Werner Eschauer,21 ~ 25,2.5,1.5,0.515
R,188.0,102381 - Werner Eschauer,26 ~ 30,4.6,3.15,0.604
R,188.0,102381 - Werner Eschauer,31 ~ 35,6.0,3.310344827586207,0.5006896551724138
L,188.0,102382 - Julian Knowle,- 20,2.0,3.0,0.29666666666666663
L,188.0,102382 - Julian Knowle,26 ~ 30,3.411764705882353,6.588235294117647,0.5526470588235295
L,188.0,102382 - Julian Knowle,31 ~ 35,4.0,3.0,0.5
L,188.0,102382 - Julian Knowle,36 ~ 40,6.0,0.0,0.43
R,185.0,102394 - Johan Van Herck,- 20,2.857142857142857,2.857142857142857,0.5142857142857143
R,185.0,102394 - Johan Van Herck,21 ~ 25,4.287128712871287,3.485148514851485,0.5137623762376238
R,173.0,102395 - Ville Liukko,21 ~ 25,2.6,2.6,0.47400000000000003
R,173.0,102395 - Ville Liukko,26 ~ 30,3.0,5.25,0.385
R,178.0,102397 - Jose Imaz Ruiz,21 ~ 25,1.0,0.6666666666666666,0.5766666666666667
L,178.0,102401 - Scott Draper,21 ~ 25,6.45625,2.76875,0.5389375000000001
L,178.0,102401 - Scott Draper,26 ~ 30,7.6938775510204085,2.836734693877551,0.562857142857143
L,178.0,102401 - Scott Draper,31 ~ 35,9.0,4.0,0.5275
R,185.0,102405 - Mahesh Bhupathi,21 ~ 25,6.363636363636363,5.0,0.4063636363636364
R,185.0,102405 - Mahesh Bhupathi,26 ~ 30,10.666666666666666,5.666666666666667,0.61
R,180.0,102410 - David Caldwell,21 ~ 25,0.6,4.4,0.41100000000000003
R,180.0,102410 - David Caldwell,26 ~ 30,3.0,3.0,0.69
R,183.0,102413 - Andy Zingman,21 ~ 25,0.5,1.0,0.43
R,180.0,102417 - Steven Baldas,- 20,1.0,1.0,0.6
R,185.0,102419 - Christophe Van Garsse,- 20,3.75,2.75,0.54
R,185.0,102419 - Christophe Van Garsse,21 ~ 25,4.1,5.2,0.47350000000000003
R,188.0,102422 - Michael Hill,21 ~ 25,10.25,9.5,0.5825
R,188.0,102422 - Michael Hill,26 ~ 30,10.666666666666666,4.333333333333333,0.6266666666666666
R,185.0,102430 - Adam Peterson,21 ~ 25,0.0,0.0,0.2
L,180.0,102433 - Mose Navarra,21 ~ 25,7.1,4.4,0.6120000000000001
L,180.0,102433 - Mose Navarra,26 ~ 30,2.0,7.0,0.75
R,183.0,102434 - Vincent Spadea,- 20,2.057142857142857,2.342857142857143,0.55
R,183.0,102434 - Vincent Spadea,21 ~ 25,3.625,1.8103448275862069,0.551853448275862
R,183.0,102434 - Vincent Spadea,26 ~ 30,4.0710382513661205,3.8688524590163933,0.5593989071038251
R,183.0,102434 - Vincent Spadea,31 ~ 35,3.3734177215189876,2.9240506329113924,0.554493670886076
R,183.0,102434 - Vincent Spadea,36 ~ 40,5.0,6.0,0.2
R,190.0,102436 - Borut Urh,21 ~ 25,0.25,3.25,0.41750000000000004
R,185.0,102437 - Adrian Voinea,- 20,3.9,1.9,0.42800000000000005
R,185.0,102437 - Adrian Voinea,21 ~ 25,5.474025974025974,3.116883116883117,0.5372727272727273
R,185.0,102437 - Adrian Voinea,26 ~ 30,5.53,3.65,0.5075999999999999
L,188.0,102443 - Barry Cowan,21 ~ 25,8.428571428571429,6.714285714285714,0.5071428571428571
L,188.0,102443 - Barry Cowan,26 ~ 30,8.3125,5.375,0.638125
R,193.0,102446 - Andrei Medvedev,- 20,4.733333333333333,2.861111111111111,0.5578888888888889
R,193.0,102446 - Andrei Medvedev,21 ~ 25,6.009009009009009,3.90990990990991,0.5711711711711711
R,193.0,102446 - Andrei Medvedev,26 ~ 30,4.8545454545454545,3.4363636363636365,0.6205454545454546
R,185.0,102450 - Tim Henman,- 20,3.0,2.4285714285714284,0.5285714285714286
R,185.0,102450 - Tim Henman,21 ~ 25,7.334519572953736,4.04270462633452,0.5673309608540925
R,185.0,102450 - Tim Henman,26 ~ 30,5.046052631578948,3.424342105263158,0.6109868421052632
R,185.0,102450 - Tim Henman,31 ~ 35,5.170454545454546,2.897727272727273,0.5711363636363637
R,190.0,102455 - Lorenzo Manta,- 20,4.333333333333333,5.0,0.5666666666666668
R,190.0,102455 - Lorenzo Manta,21 ~ 25,9.954545454545455,6.7727272727272725,0.5249999999999999
R,190.0,102455 - Lorenzo Manta,26 ~ 30,8.6,6.2,0.554
R,180.0,102456 - Felix Mantilla,- 20,1.25,0.5,0.6125
R,180.0,102456 - Felix Mantilla,21 ~ 25,2.9535714285714287,1.9821428571428572,0.5557142857142857
R,180.0,102456 - Felix Mantilla,26 ~ 30,2.866336633663366,2.905940594059406,0.5354950495049505
R,180.0,102456 - Felix Mantilla,31 ~ 35,2.2,2.6666666666666665,0.5733333333333335
R,180.0,102457 - Miles Maclagan,21 ~ 25,5.571428571428571,4.142857142857143,0.4557142857142857
R,180.0,102457 - Miles Maclagan,26 ~ 30,13.5,8.0,0.69
R,193.0,102458 - Jim Thomas,21 ~ 25,1.0,4.0,0.38
R,193.0,102458 - Jim Thomas,26 ~ 30,3.0,1.0,0.41500000000000004
R,180.0,102463 - Lucas Arnold Ker,21 ~ 25,2.6136363636363638,4.613636363636363,0.5547727272727273
R,180.0,102463 - Lucas Arnold Ker,26 ~ 30,2.0,0.0,0.57
R,178.0,102464 - Todd Larkham,21 ~ 25,1.4444444444444444,4.666666666666667,0.4744444444444445
R,178.0,102464 - Todd Larkham,26 ~ 30,2.5714285714285716,4.857142857142857,0.48
R,178.0,102465 - Gabriel Silberstein,- 20,2.0,2.0,0.525
R,178.0,102465 - Gabriel Silberstein,21 ~ 25,2.7777777777777777,2.2222222222222223,0.49444444444444446
R,188.0,102466 - Jan Kroslak,- 20,7.4,5.4,0.756
R,188.0,102466 - Jan Kroslak,21 ~ 25,5.397058823529412,6.1911764705882355,0.5413235294117648
R,188.0,102466 - Jan Kroslak,26 ~ 30,4.9,4.2,0.53
R,180.0,102472 - Marcello Craca,21 ~ 25,2.3636363636363638,2.484848484848485,0.4863636363636364
R,180.0,102472 - Marcello Craca,26 ~ 30,2.0,0.0,0.57
R,180.0,102473 - Thomas Schiessling,21 ~ 25,0.6666666666666666,2.3333333333333335,0.4577777777777778
R,180.0,102473 - Thomas Schiessling,26 ~ 30,2.75,4.0,0.3225
R,185.0,102477 - Gaston Etlis,- 20,3.75,2.75,0.46125000000000005
R,185.0,102477 - Gaston Etlis,21 ~ 25,5.166666666666667,3.0,0.566875
R,185.0,102477 - Gaston Etlis,26 ~ 30,4.590909090909091,4.2727272727272725,0.6131818181818182
R,180.0,102483 - David Caballero,21 ~ 25,1.0,2.0,0.41500000000000004
R,183.0,102484 - Massimo Calvelli,- 20,3.0,2.0,0.49
R,185.0,102491 - Alex Radulescu,- 20,8.0,2.0,0.633
R,185.0,102491 - Alex Radulescu,21 ~ 25,10.831168831168831,3.792207792207792,0.49545454545454537
R,193.0,102494 - Tomas Behrend,21 ~ 25,3.1875,3.8125,0.485625
R,193.0,102494 - Tomas Behrend,26 ~ 30,4.028169014084507,3.816901408450704,0.5853521126760562
R,193.0,102494 - Tomas Behrend,31 ~ 35,3.72,3.88,0.4736
R,180.0,102497 - Mashiska Washington,- 20,0.0,3.0,0.45
R,180.0,102497 - Mashiska Washington,21 ~ 25,0.8333333333333334,2.0,0.5583333333333333
R,180.0,102497 - Mashiska Washington,26 ~ 30,2.0,2.4,0.584
R,183.0,102501 - Johan Landsberg,21 ~ 25,0.6666666666666666,2.0,0.3333333333333333
R,178.0,102506 - Quino Munoz,21 ~ 25,2.875,1.75,0.6012500000000001
R,175.0,102512 - Joseph Sirianni,21 ~ 25,5.0,7.0,0.54
R,175.0,102512 - Joseph Sirianni,26 ~ 30,2.5,6.5,0.78
R,175.0,102512 - Joseph Sirianni,31 ~ 35,4.642857142857143,3.142857142857143,0.63
R,175.0,102519 - Marcio Carlsson,- 20,0.5,1.5,0.5549999999999999
